Название,Ссылка,Информация
"
                        Spyke Media                    ",http://www.topinteractiveagencies.com/digital/agency/europe/spyke-media/,"Spyke Media is the full-service partner for Mobile Performance Marketing. We assist our partners in all steps necessary to unleash their mobile marketing power. From media planning and buying to ad creation, from campaign conception to real-time reporting and instant optimization, we at Spyke Media are dedicated to maximizing the success of our clients., Headquarters: Erfstr. 19a Cologne, 50672 Germany, Tel: 49-221-933 167 300, Mail: info@spykemedia.com, Clients: Alibaba, Plarium, Trivago, Lovoo, , Web: http://www.spykemedia.com/, Social Media:
https://www.facebook.com/Spykemedia
https://twitter.com/spykemedia, Services: App promotion, Mobile content promotion, Media planning & buying"
Название,Ссылка,Информация
"
                        Thorgate                    ",http://www.topinteractiveagencies.com/digital/agency/europe/thorgate/,"We are a team of dedicated designers, hardcore developers, and business wizards from the Nordic tech powerhouse Estonia. We are developing world-changing ideas. With passion.
We talk tech, code tech, and breathe tech 7 days a week, 8 hours a day. We have an efficient work process. And we love it. We have designed our own unique way of working by combining our experience from startups and corporations., Headquarters: Mäealuse 2/1, Tallinn, Estonia, Tel: +372 580 81132, Mail: tallinn@thorgate.eu, Clients: Coop, Like a Local Guide, Fleep, Postimees, EPMK, Artiston, Gridens, MHV Elektrikontroll, Leansite, , Web: http://www.thorgate.eu/, Social Media:
https://www.facebook.com/thorgate
https://twitter.com/thorgate, Services: UI/UX design, Front-End Development (HTML, CSS, JS, React), Back-End Development (Python/Django), Mobile Development (iOS/Android)"
Название,Ссылка,Информация
"
                        Mustache                    ",http://www.topinteractiveagencies.com/digital/agency/europe/mustache/,"Mustache is a creative digital agency based in Copenhagen, Denmark. We are by your side, from idea to appstore submission. Our focus is user experience, purpose of the app and damn good quality. Visit our website and don’t hesitate to contact us for more informations., Headquarters: Nørre Voldgade 18, 1 sal. DK-1358 Copenhagen, Denmark, Tel: (+45) 42 80 80 00, Mail: info@mustache.dk, Clients: Space10, Atleto, Cope it, Linkfire, Libratone, Iconfinder, Elmann, Isobar, Wunderman, Radius Kommunikation, Umwelt, Yellow, Snickers, , Web: http://mustache.dk/, Social Media:
https://www.facebook.com/mustacheDK
https://www.linkedin.com/company/mustache, Services: Native App coding, App design, App service, Digital design"
Название,Ссылка,Информация
"
                        Addikt                    ",http://www.topinteractiveagencies.com/digital/agency/europe/addikt/,"We are Addikt and we’d love to help tell your story. We are the studio for the age of connectivity working in synergy with strategy, technology and design to tell great stories. Stories that are engaging, experiential and impactful for user as much as they are for the client. We develop visual concepts and moving content for brands around the globe. We help brands develop strategic creative ideas that travel freely across screens, across platforms and across audiences., Headquarters: Weesperstraat 388, 1018 DN Amsterdam, Netherlands, Tel: +31 (0)20 6897510, Mail: hooked@addikt.nl, Clients: Booking.com, Volkswagen, BMW, Mammoet, Diversey, Housing.com, , Web: http://www.addikt.tv, Social Media:
https://www.facebook.com/Addikt-255212431202141/
https://twitter.com/AddiktDM, Services: Motion Design, Strategy, Branding, 3D Animation, Illustration"
Название,Ссылка,Информация
"
                        iProspect                    ",http://www.topinteractiveagencies.com/digital/agency/north-america/united-states/iprospect/,"About us:
Founded in 1996 as the original search marketing firm, iProspect is now the premier performance media agency. Today our efforts span the entire digital performance marketing spectrum and include disciplines such as paid search, natural search, performance display, mobile strategy, social media management, structured data and feeds, and affiliate management. Now with 2,000 specialists in 60 offices across 43 countries, iProspect is a trusted business partner to some of the world’s most powerful brands. As a leading digital performance agency, we work to reach the right customers at the right time with the right message. We create experiences that transform consumer intent into action. Ultimately, we ensure that our clients maximize their digital marketing programs to grow their overall business. Because we lead the digital space, our clients see around the corner, act faster, and dare to be bolder., ,  , Information:
Web: http://www.iprospect.com/
Phone: 212.689.6800
Direction:150 East 42nd Street, 14th Floor, New York, NY 10017, Services:
Mobile Strategy, Social Media Management, content generation, Structured Data & Feeds, Analytics, Conversion Optimization, Luxury., Clients:
Adidas, Burberry, American Express, Timberland, Converse, Gap, Maserati, Disney, Godiva, Kimpton."
Название,Ссылка,Информация
"
                        Beesunbear                    ",http://www.topinteractiveagencies.com/digital/agency/europe/beesunbear/,"We are Beesunbear, a digital agency based in Tbilisi in Georgia. We are specialists in Social Media, Advertisign Services, Search Engine Optimization and Web Developpement. Choose an alternative way! Visit our website, we are a Google certified partner, take a look at our projects, and contact us for more informations!, Headquarters: i.abashidzis 54, Tbilisi, Georgia, Tel: 598 363 690, Mail: info@bsb.ge, Clients: Rodos Construction, Technocredit, Elit Electronix, Emmascredit, Creditpoint, Tbilisihotels, Multicredit, , Website: http://bsb.ge/, Social Media:
https://www.facebook.com/beesunbear/, Services: Google Advertising, Social Media Marketing, Richmedia, Yandex, Design, Static Banners, Animation Banners, Web Design, Brandbook, Logo, Print Material, Consulting, Branding, Strategy, Creative, Planning, Outdoor, TV, Radio, Print Media, Design, TV Commercials, Promo Material, Content Production, Web & Apps Development"
Название,Ссылка,Информация
"
                        D&B Interactive                    ",http://www.topinteractiveagencies.com/digital/agency/europe/db-interactive/,"We create interactive brand experiences. Digital is more than just a communication channel. Digital touchpoints accompany consumers and business target groups throughout the entire customer journey. Digital ideas can connect communications and services, and create lasting product and brand experiences. That is why we want to create a close relationship between the brand and the customer that offers recognizable added value for both – integrated with all of the relevant marketing measures and communication channels. We are confident that efficiency and the creative quality of the dramaturgy show through in every channel: by creating the greatest possible harmony between the brand and the target groups’ needs, telling a consistent story, and creating corresponding experiences, we will have measurable successes., Headquarters: Hanauer Landstraße 135-137, 60314 Frankfurt, Germany, Tel: +49 69 7891 0578, Mail: info@d-b-interactive.com, Clients: AGRAVIS Raiffeisen AG, Amadeus FiRe AG, Anvis Deutschland GmbH, Bayer CropScience Deutschland GmbH, Betaseed GmbH, Bosch Thermotechnik GmbH (Buderus), Commerz Real AG, CSA Group Europe GmbH, EppsteinFOILS GmbH & Co. KG,, Fraport AG, GASPOOL Balancing Services GmbH, ElisabethenQuelle, Rosbacher Bad Vilbeler Urquelle, LIZ), Heraeus Kulzer GmbH, Ifolor AG; Importhaus Wilms/Impuls GmbH & Co. Kg, i-SOLUTIONS Health GmbH, Käserei Birkenstock GmbH, Messe Frankfurt GmbH, Paydirect GmbH, RCL Cruises Ltd, Sabre Travel Network, Schwälbchen Molkerei Jakob Berz AG, Sentido GmbH, SEW-EURDRIVE GmbH & Co. KG, WINGAS GmbH & Co. KG, Wintershall Holding GmbH, , Website: https://d-b-interactive.com/, Social Media:
https://www.facebook.com/DBI.FB/
https://twitter.com/db_interactive, Services: Digital Strategy, Websites & Microsites, Digital Campaigns, Apps & Mobile Applications, Email Marketing, Content Production (Copy & Movie), Search Engine Marketing: SEO/SEA, Media Strategy (Planning & Buying)"
Название,Ссылка,Информация
"
                        Haiku                    ",http://www.topinteractiveagencies.com/digital/agency/europe/haiku/,"Haiku is a design studio based in Tallinn, Estonia. We build digital experiences for web and mobile, design brand identities and provide creative services from photography to motion graphics. Either working with single individuals or big companies the key component for successful projects is clear and honest communication. Establishing trust and understanding is the core of our process. Get in touch!, Headquarters: Peetri 11 / port Noblessner, Tallinn 10414, Estonia, Tel: +372 5331 7441, Mail: hello@haiku.ee, Clients: TransferWise, Tallinn Music Week, Toggl, Teamweek, Craftory, Estonian Maritime Museum, Enterprise Estonia (EAS), , Website: http://haiku.ee/, Social Media:
https://www.facebook.com/wearehaiku, Services: Web design, UX/UI design, Web develeopment, Graphic design, Visual identity"
Название,Ссылка,Информация
"
                        manGoweb                    ",http://www.topinteractiveagencies.com/digital/agency/europe/mangoweb/,"manGoweb have been designing, building and testing web and mobile applications since its inception in 2010. We help transform the business and operations of global organisations with web and mobile. manGoweb helps businesses explore the opportunities in web and mobility, establish strategic frameworks and roadmaps; delivering an end-to-end design, development and integration service. We’re a diverse community of different disciplines and personalities, working within a lean and Agile structure that, at its very core, believes in people over processes. We have established a reputation for user-centred design in a professional environment against measurable business value., Headquarters: Jungmannova 34, Praha 1, Czech Republic, Tel: 737 763 307, Mail: info@mangoweb.cz, Clients: Skoda Auto a.s, Economia a.s, Havas, , Website: http://www.mangoweb.cz/en, Social Media:
https://www.facebook.com/manGowebCz
https://twitter.com/mangowebcz, Services: Web Design, Mobile Apps, Responsive Design, UX"
Название,Ссылка,Информация
"
                        Audacy                    ",http://www.topinteractiveagencies.com/digital/agency/europe/western-europe/france/audacy/,"Based in Paris in France, Audacy is a digital advisory and production agency close to entrepreneurs and investors. They are dedicated to bringing key advice for their clients’ digital strategies, and to creating quality and effective web content. As a full-services agency, they imagine and create bespoke websites with innovative user experiences (UX) and user-friendly web interfaces. They also emphasize their work on personalized applications designs, and tailored marketing mix strategies to increase traffic on their clients’ website. It makes them able to create effective, powerful and long-term digital solutions. Above all, they value audacity., Headquarters: 17 Avenue Victor Hugo, 75116 Paris, France, Tel: +33 (0)1 83 64 78 26, Clients: Bose, Champagne Taittinger, Audi, Volkswagen, Seat, Porsche, Skoda, Lamborghini, Bentley, Brandy Melville, Charles Jourdan, Smart Optique, Heineken, Seloger.com, Delarom, Horsealot, Roadeyes, Withings, Maison Blanche, MyKronoz, Orrick Rambaud Martel, , Web:  http://www.audacy.fr/?,  Social Media:
 https://www.facebook.com/Audacy/
 https://twitter.com/audacy_paris, Services: UX, UI, Web Marketing, Design, Visual Identity, Marketing Strategy
"
Название,Ссылка,Информация
"
                        Gorilla Agency                    ",http://www.topinteractiveagencies.com/digital/agency/europe/gorilla-agency/,"We help our clients to build strong brands by connecting their goals with creative ideas and and the latest technology. While executing projects we follow management practices to manage risks and increase effectiveness. Our strategies are based on strong cooperation with clients and a focus on helping them to achieve their business goals. We aim at providing complex software development solutions in the following areas of interactive marketing., Headquarters: Srebrna 16, 00-810 Warsaw, Poland, Tel: 48501093775, Mail: kontakt@gorilla.agency, Clients: Canon, National Geographic, TVP, Edison Properties, Prymat, Veolia, , Web: http://gorilla.agency/en/, Social Media:
https://www.facebook.com/AgencjaGorillaMedia, Services: Web development, Mobile, Social Media, Multimedia content, Staffing solutions & Outsourcing"
Название,Ссылка,Информация
"
                        Statik                    ",http://www.topinteractiveagencies.com/digital/agency/europe/statik/,"Statik invents and builds effective websites, interfaces and dashboards, with an absolute focus on ease of use. Our multidisciplinary team, all passionate about internet, invent, design, and daily build our successful projects. A pragmatic and iterative approach with flexibility – that sums up our approach. We like to work closely together and with our customers to make a project a success., Headquarters: Vital Decosterstraat 67A, Leuven, Belgium, Tel: 00 32 16 62 19 01, Mail: info@statik.be, Clients: Belisol, Jobat, Duvel, KU Leuven, Vlaams Parlement, UiT in Vlaanderen, , Web: http://www.statik.be, Social Media:
https://www.facebook.com/statik.webdesign
https://twitter.com/statikteam, Services: Statik conceives, Designs and Builds, Effective data-driven websites, Usability Interfaces and Dashboards"
Название,Ссылка,Информация
"
                        Konform                    ",http://www.topinteractiveagencies.com/digital/agency/europe/konform/,"Konform is a full-service digital agency based in Copenhagen, Denmark. specialized in complex web solutions, apps and design. We advise, develop, program and design for our client’s brand, with intelligence and quality. Visit our website, and don’t hesitate to contact us for more details!, Headquarters: Studiestræde 19, 4, 1455 Copenhagen, Denmark, Tel: +45 3311 0511, Mail: mail@konform.com, Clients: Kræftens Bekæmpelse, Georg Jensen, Vipp, Folketinget, Dansk Retursystem, Mads Nørgaard, , Web:  http://www.konform.com, Social Media:
https://www.facebook.com/KonformAS
https://twitter.com/Konform, Services: Digital Design, Programming, Web development, Software development, Webshop development, Graphic design"
Название,Ссылка,Информация
"
                        Mobile Madness                    ",http://www.topinteractiveagencies.com/digital/agency/europe/mobile-madness/,"Mobile Madness delivers high-end mobile applications and games. We provide software for clients, as well as produce our own products. Mobile Madness was started in Poland in 2009. We specialize in developing services for iOS (iPhone, iPad, iPod), Android and Windows Mobile OS based smartphones, tablets and web. Our team of dedicated programmers and graphic designers strive to turn our client’s ideas into high quality products., Headquarters: Powstańców Listopadowych 29c/8 Street, 35-606 Rzeszów, Poland, Tel: +48 662 070 155, Mail: info@mobilemadness.pl, Clients: Samsung, Ferrero, Paypal, Universal Studios,Coca Cola, Havas Worldwide, Kingspan, Volvo, BP, , Web: http://www.mobilemadness.pl, Social Media:
https://www.facebook.com/mobilemadnesspl
https://twitter.com/mobilemadnesspl, Services: Mobile Marketing, Mobile Applications, iOS, Android, Windows Phone, Web Design, Graphic Design, Programming"
Название,Ссылка,Информация
"
                        Gamadigi                    ",http://www.topinteractiveagencies.com/digital/agency/europe/gamadigi/,"We are Scandinavian capital company, which specializes in digital design production, devoted to deliver services of highest quality. We are flexible, capable to deal with a large quantity of web material, in effective way. That’s why, timely delivery of the services is one of the key components, which is included in Gamadigi definition of quality. If you need professional and reliable partner – you are in the right place., Headquarters: Maironio str. 28, LT-44249 Kaunas, Lithuania, Tel: +370 628 56 055, Mail: office@gamadigi.com, Clients: Best Western, Harmony Park, Viacon, Fujifilm, Taskut, Vivus DK, Vivus SE, Nordicbet, , Web: http://www.gamadigi.com, Social Media:
https://www.facebook.com/Gamadigi/
https://twitter.com/gamadigi_design/, Services: Web Development, Precise Design, Brand Identity, Banner and Resizing, Video Editing"
Название,Ссылка,Информация
"
                        Joni Pun.                    ",http://www.topinteractiveagencies.com/digital/agency/europe/joni-pun/,"Joni Pun. is a digital and design agency founded in 2012. Our office is located in Tallinn, Estonia. We create meaningful and creative design solutions that work effectively on different screens, platforms, gadgets and mediums. To help our clients reach their goals and potential we also share our knowledge and experience on digital marketing. Feel free to get in touch with your ideas. We are always ready to offer a free consultancy and a helping hand to some new exciting ideas., Headquarters: Tatari 64, 7th floor, Tallinn, Estonia, Tel: +372 5650 5111, Mail: info@jonipun.com, Clients: Jazzkaar, Ugala Theatre, Tolm, Atto Collection, Estonian Institute, , Web: http://www.jonipun.com/, Social Media:
https://www.facebook.com/jonipun/
https://twitter.com/jonipun, Services: Web design, UX/UI design, Web development, Branding, Digital marketing"
Название,Ссылка,Информация
"
                        MarketValley                    ",http://www.topinteractiveagencies.com/digital/agency/europe/southern-europe/spain/marketvalley/,"Hi there! We are a Digital Marketing Agency in Barcelona specialised in international traffic acquisition via SEO, SEM, Email Marketing and Social Media channels. We are also specialists in Conversion Rate Optimization (CRO) and Web Analytics. Our mission as a digital marketing agency is simple: Offer the best digital marketing services to get maximum profitability to our customers., Headquarters: Gran Via de les Corts Catalenes 680, Atico, Barcelona, Spain, Tel: 0034934145039, Mail: info@marketvalley.es, Staff: 8 – 20,  Clients: Desigual, FC Barcelona, Alitalia, Camper, Letsbonus, Hoteles Dunas, Lucas Fox, Grup Julià, PGA Catalunya, , Web:  http://www.marketvalley.com/,  Social Media:
 https://www.facebook.com/MarketValley/
 https://twitter.com/MarketValley/, Services: Digital Marketing, SEO Consulting, SEM / PPC Consulting, Email Marketing, Social Media Marketing, Conversion Rate Optimization"
Название,Ссылка,Информация
"
                        Huge                    ",http://www.topinteractiveagencies.com/digital/agency/north-america/united-states/huge/,"We create experiences that transform brands, grow businesses and make people’s lives better., Headquarters : Brooklyn 45 Main St, Suite 220, Brooklyn, NY, 11201, USA., Phone : +1 718 625 4843, Email : hello@hugeinc.com, Clients : American Express, Audi, Comcast, FX, Google, Gucci, Lowe´S, MassMutual, Nike, Samsung, Diageo, Vans, TED, Unilever, Bradesco Seguros., , Web : http://www.hugeinc.com, Social Media :
https://www.facebook.com/Huge
https://twitter.com/hugeinc
http://www.linkedin.com/company/huge
https://plus.google.com/+Hugeincnews, About :
Huge redefines what’s possible for the world’s most ambitious brands. We provide business strategy, marketing, design, and technology services necessary to create and launch products and services that people love. The company is known for successfully harmonizing user needs and business goals to help our clients adapt and grow in the digital economy., Our work is used by 400 million people a month and generates over $16 billion in online revenue per year for our clients. Huge has been redefining what’s possible in digital for 10 years, and has 1000 employees across ten offices throughout the United States, Europe, Asia and Latin America. The business is headquartered in Brooklyn, NY and is part of the Interpublic Group of Companies (IPG)., Services : 
Brand Planning. Business Strategy. Creative. Content. CRM. Media. Social. User Experience Design. Technology. Research. Search. Data Analytics., Case studies : http://www.hugeinc.com/work, Profiles:
Jon Jackson, Global Creative Director: “Differences drive the process forward” "
Название,Ссылка,Информация
"
                        Kubikfoto³                    ",http://www.topinteractiveagencies.com/digital/agency/europe/kubikfoto%c2%b3/,"Kubikfoto³ is an interactive studio with a passion for photographic media and cutting edge technology. This is just a ‘website coming soon’ placeholder. Check out some of our latest work below or be awed by our new Virtual Reality/360° technology. Please visit our website, and don’t hesitate to drop us a line for more information. , Headquarters: Kubikfoto³ GmbH, Bremer Straße 43 D-28816 Stuhr (Bremen), Germany., Tel: 004942184996611, Staff: 8 – 20, Clients: Telekom, Greenpeace, Allianz, Paulaner, Mercedes Benz, Nivea, , Web: http://www.kubikfoto.de, Social media:
https://www.facebook.com/Kubikfoto/
https://twitter.com/kubikfoto, Services:
Web development, User Experience, web design, virtual reality, 360° video, immersive experiences, WebGL, WebVR, Microsites, Web specials, 3D"
Название,Ссылка,Информация
"
                        Area 17                    ",http://www.topinteractiveagencies.com/digital/agency/north-america/united-states/area-17-agency/,"AREA 17 is an interactive agency. They take an interdisciplinary approach — blending the practices of design, technology and branding — to create modern interactive systems. They care about the web and its future. It has become a large part of their lives – entering their offices, living rooms and even their pockets. It is changing the way their world operates. They believe the web should be an extension of their daily lives, not a distraction from it. To this end, their mission is to make the web a better place — for work and for life — by delivering solutions that are equally valuable, sustainable and enriching. AREA 17 is located in New York City and Paris, France. They are independently owned and creatively motivated., Headquarters: AREA 17, 99 Richardson Street, Second Floor, Brooklyn, New York 11211, USA
Tel: 6462777117, Office in Paris: AREA 1714 Avenue Claude Vellefaux, 75010 Paris, France
Tel: +33 1 42 03 10 39, Mail: hello@area17.com, Staff: 21 – 100, Clients: Apple, Facebook, Google, Pinterest, ESPN, Quartz, Harvard Art Museums, Vice, Opéra National de Paris, Canal+, Telerama, Arte, Maison&Objet, Paris Photo, Coca Cola, MySpace, Adage, I>Télé, OCB, Société Perrier, Adidas, Yahoo !, Amercian Express, Facebook, , Web:  http://www.area17.com/,  Social Media:
 https://www.facebook.com/area17/
 https://twitter.com/opticalcortex, Services: Product Strategy, Visual Identity, User Experience Design, Web & Mobile Engineering and Analytics & Optimization, Brand strategy, Web Strategy, Content Planning, Info Graphics, Packaging, Interactive Design, Database Design, Interface Development …"
Название,Ссылка,Информация
"
                        Stinkdigital                    ",http://www.topinteractiveagencies.com/digital/agency/europe/western-europe/france/stinkdigital/,"Stinkdigital is a creative studio that helps forward-thinking brands succeed in digital culture.,  We deliver strategy, creative, content, technology, and world class execution for some of the world’s most interesting and exciting brands. We work smart, with an emphasis on making and doing., We have 100+ full-time staff across offices in New York, London, Los Angeles, Paris and Berlin.  When we combine forces with our sister company Stink, we offer interactive, creative, content and production capabilities in ten cities across five continents., Our mission is to make the world’s digital experiences entertaining, beautiful, useful, and useable. , Headquarters: London and New York
Other offices: Los Angeles, Paris and Berlin., Tel: +44 0 207 462 4050, Mail: hello@stinkdigital.com, Clients: Google, Spotify, Netflix, Twitter, Nike, Samsung, Chanel, Ray-Ban., , Website: http://www.stinkdigital.com, Social Media:
https://www.facebook.com/stinkdigital
https://twitter.com/stinkdigital
, Services:, Strategy
∙ Research/data science
∙ Persona development
∙ Ecosystem planning
∙ Social strategy
∙ Brand strategy
∙ Content strategy
∙ Measurement, Design & Creative
∙ Branding & positioning
∙ UX design
∙ Visual design
∙ Product design
∙ Copywriting & scripting
∙ Campaign creative, Technology
∙ HTML/JS/CSS
∙ WebGL, gaming & VR
∙ Unity
∙ Native applications
∙ Server side engineering
∙ e-Commerce
∙ CMS & platform builds, Content Production
∙ Film & video direction
∙ Photography
∙ Line production
∙ Post production
∙ Motion graphics
∙ 3D
∙ Sound design & music, Opinion and profiles:
Mark Pytlik, Stinkdigital FOUNDER & CEO:
“A Global Studio Mastering Digital”"
Название,Ссылка,Информация
"
                        Lewis+Humphreys                    ",http://www.topinteractiveagencies.com/digital/agency/europe/western-europe/netherlands/lewis-humphreys/,"We are designers, developers and filmmakers. We create modern websites and webshops, groundbreaking concepts and commercials., Headquarters: De Kempenaerstraat 11B, Amsterdam, The Netherlands, Tel: +31 (0) 20 845 8479, Mail: hello@lewishumphreys.nl, Staff: Less than 8, Clients: Elsevier, vanHaren, EON, EATRIS, Erasmus University Rotterdam, Nationale-Nederlanden, Edenspiekermann, Hogeschool van Amsterdam, No Label Amsterdam, , Web: https://lewishumphreys.nl,  Social Media:
https://www.facebook.com/lewisplushumphreys, Services: Branding, Visual Design, User Experience Design, Development, Videoproduction"
Название,Ссылка,Информация
"
                        Armonia Firm                    ",http://www.topinteractiveagencies.com/digital/agency/europe/armonia-firm/,"We believe that digital products carry the ability to enhance our lives, by empowering our journey. We strive to deliver results beyond the imaginable. Engaging ourselves principally in projects which seek to solve social, health, environmental, educational, and individual issues. We provide transformative experiences which help to shape the world in a positive way. We create the digital future, today., Headquarters: Våxnäsgatan 10, Karlstad, Sweden, Tel: 46722299911, Mail: info@byarmonia.com, Clients: Sportway, Somati, Dead Ringer, Open Ratio, Beefjack, Precisely., , Web: http://www.byarmonia.com, Social Media:
www.behance.net/byarmonia, Services: Research, Ideation, Consulting, Branding, User Interface Design, User Experience Design"
Название,Ссылка,Информация
"
                        Vizions Creative Agency                    ",http://www.topinteractiveagencies.com/digital/agency/europe/western-europe/france/vizions-creative-agency/,"Professional and Futuristic company specialized in graphics, web design and audiovisual services. We are here to help you to get elegant and fine stuff to grow your identity., Headquarters: 29 rue de montribloud, Lyon, France, Phone: 33679293409, Agency Email: contact@vizions.fr, Staff: less than 8, Clients: SoloTea, Connecting Healthcare, Artistic Grouping…,  , ,  , Web: http://www.vizions.fr/, Social Media: https://www.facebook.com/vizionscreative/, https://twitter.com/vizionscreative, Services: Strategy, Websites, Branding, Identity, Social marketing, Audiovisual"
Название,Ссылка,Информация
"
                        MoreSleep                    ",http://www.topinteractiveagencies.com/digital/agency/europe/moresleep/,"We create value for a networked culture. We believe that our work is the best way to get to know us. But each project is different. And so are we. As different as our creative process is, everything we do is about long term thinking, more fun and MoreSleep. Visit our website and don’t hesitate to contact us for more details!, Headquarters: Mulackstrasse 26, 10119 Berlin, Germany, Tel: +49 [0]30 280 995 95, Mail: contact@moresleep.net, Clients: Adidas, 3M, Vitra, Audi, BMW, Absolut Vodka, , Website: http://www.moresleep.net, Social Media:
https://www.facebook.com/moresleepberlin
https://twitter.com/moresleepberlin, Services: Design, Content, Branding, Development"
Название,Ссылка,Информация
"
                        Lucid                    ",http://www.topinteractiveagencies.com/digital/agency/europe/lucid/,"Lucid is a full-service strategy and media agency based in Berlin. We specialize in developing and implementing targeted strategies and solutions for sustainable change. At Lucid our distinction comes from our ability to interconnect elements not traditionally found in a design or media agency. We provide our clients the unique opportunity to benefit from an integrated working process enhanced by detailed analysis and strategy. In addition to visual appeal and usability, our designs are based on expert knowledge and research. This approach results in long-term success, and solutions designed to achieve sustainable change., Headquarters: Niederbarnimstr. 10, D-10247 Berlin, Germany, Tel: +49 30 27 57 47 45, Mail: contact@lucid.berlin, Clients: WWF, OXFAM Deutschland, Street Football World, Scholz & Friends…, , Website: http://lucid.berlin/en, Social Media: 
https://www.facebook.com/lucid.berlin
https://twitter.com/LucidBerlin, Services: Digital Tools, Database Design and Restructuring, Website Design"
Название,Ссылка,Информация
"
                        VCCP Berlin                    ",http://www.topinteractiveagencies.com/digital/agency/europe/vccp-berlin/,"VCCP is an integrated communications agency, founded in 2002 on the principles of simplicity, collaboration, un-preciousness and integration around ideas rather than channels. We believe it only works if it all works. Only if a consumer experience is compelling and coherent from the initial search query through to post-purchase management of your data and loyalty, can we expect to have a transformational impact on a clients’ business., Headquarters:  Köpenicker Strasse 10, 10997, Berlin, Germany, Tel: +49.30.604.040.0, Mail: berlin@vccp.com, Clients: Nike, Converse, Airbnb, BMW Motorrad, O2, easyJet, , Website: http://vccp.de, Social Media:
https://www.facebook.com/VCCPxBERLIN
https://twitter.com/vccp, Services: Film, Social Media, Interactive Experience, Experiential, Print, Design, Brand Strategy, Content"
Название,Ссылка,Информация
"
                        double-id                    ",http://www.topinteractiveagencies.com/digital/agency/europe/western-europe/france/double-id/,"double-id is a global communication agency located in Brussels and Montpellier. We deliver impactful communication strategies and inspiring designs to European associations, NGO’s, international companies and SME’s. We provide a full service: from strategy to graphic design, inbound marketing, social media, SEO, copywriting, video…, Office in France: France: 4, rue Maguelone, 34000 Montpellier, France
Office in Belgium: Place des Carabiniers 15, 1030 Brussels, Belgium, Tel: 0467595360 FR / 022152717 BE, Mail: hello@double-id.com, Staff: 8 – 20, Clients: Sennheiser, Philip Morris, Solvay, Dell, Microsoft, World Steel Association, Epia, CEPF, Posteurop, Enfores, , Web: http://www.double-id.com, Social Media:
https://www.facebook.com/doubleid.MIO
https://twitter.com/doubleid_agency, Services: Content strategy & Messaging Development, Graphic design (online and offline), Inbound Marketing Strategy, Website Development and SEO, Social media Strategy, Brand Development & Branding Strategy, Video, 3D Animations & Photography, Printing Production"
Название,Ссылка,Информация
"
                        Fruitware                    ",http://www.topinteractiveagencies.com/digital/agency/europe/fruitware/,"Fuit Ware is a digital agency based in Chisinau, Moldova. In general, we are able to draw and make websites, mobile applications, to support their work and buying domains, hosting register, configure servers and more. We have principles: quality and value. We are always fundamentally qualitative and unbridled adequate. Contact us for more informations!, Headquarters: 31 August 1989 str. 91, Chisinau, Moldova, Tel: +(373) 68 67 01 07, Mail: office@fruitware.ru, Clients: Bridgem, Burger Beef, Allimobil, , Website: http://fruitware.ru, Social Media:
https://www.facebook.com/Fruitware
https://twitter.com/fruitware, Services: Design, Web Design, Web Development, Advertising Agency, Branding, Front End Development, Polygraphic Design, Mobile"
Название,Ссылка,Информация
"
                        Fachowo                    ",http://www.topinteractiveagencies.com/digital/agency/europe/hi-fly-interactive/,"We believe in new technologies and great design. Fachowo is a team of specialists from a variety of industries: designers, developers, business strategists, online marketers, animators and photographers. Our website are highly interactive and nice to read. We make individual project to every customer based on his business need. Always on time with guarantee., Headquarters: Al. Zwycięstwa 96, Gdynia, Poland, Tel: + 48 792 717 677, Mail: biuro@fachowo.co, Clients: McDonalds, Credit Agricole, Espresso 1882, MyOrtho, Nokaut.pl, 42video.com, , Web: http://hifly.co,  Social Media:
https://www.facebook.com/fachowo/, Services:
Branding, Corporate identity, Graphic design, Shooting, Advertising, Art direction, Website, Web app"
Название,Ссылка,Информация
"
                        Mars Spiders                    ",http://www.topinteractiveagencies.com/digital/agency/europe/western-europe/united-kingdom-england/mars-spiders/,"Mars Spiders is a collective of digital programmers, app developers, designers and digital marketing specialists that are innovative and imaginative with their own unique ideas. We are experts in custom made mobile application development & design, video production and website development. We are driven and determined individuals that give clients the perfect mobile, tablet and web apps. We believe that innovation and passion is key when building mobile apps – be it Android or iOS, therefore the diversely skilled team thrive from a blank canvas to create a masterpiece. We aspire to be the forefront of application development, the seed is growing as our branches increase. Not only do we provide clients with the services they expect; such as innovative app design and the attentive customer service, we also aim to create a new online landscape by setting an example with our work, which we hope will inspire and nurture developers and creative thinkers just like us in the future., Headquarters: London, United Kingdom, Phone: 08722333964, Agency Email: info@marsspiders.com, Staff: 8 – 20, Clients: CC Collect, Bodypage, Kindness UK., , Web: http://www.marsspiders.com/, Social Media: https://www.facebook.com/marsspidersdigital, https://twitter.com/marsspidersdgtl, Services: Mobile app design & development, iOS, Android, Web site design & dev, Video Production, Marketing, Articles and Profiles:
Léo Léger, Mars Spiders UI/UX:
“UX designers must know how to analyse usage and the needs of the audience”"
Название,Ссылка,Информация
